text,label
“The key to change... is to let go of fear.” Rosanne Cash    :),4
i furious you,3
Whole chemistry class getting help from asian classmate.,5
i really cherish you,2
really fantastic,1
Had a fun day/night with @masontheswamper and his family! Happy Birthday Blake,5
Going to bed! #gottowakeupearly going to Coronado tomorrow! (: I miss that place ❤,5
@TheBodyShopUK  When I take my children to Santa's grotto and thier faces light up,1
"Have no Eddies here #Bodyguard for hire, contact me directly for my services EddieSantanaVIP@gmail.com #KingVIPProtection",4
Eagle madness tonight. Have to be there by 4.,1
"Being bored in school, not being able to marry and have children.",0
getting afraid,4
hopeless again,0
Listen to some music ? And who ’ ll cook dinner ? Will you ?,3
i am blissful,1
Mum put hot bottle in my bed,5
off to work I go.. gotta stick a 45 minute bus journey first mind!,1
:( my travelocity gnome got knocked off his winter shelf...unrepairable,0
@JokatLedda Anong subject yan dear? Wala pang  ngayong week noh?,0
oh mind blown,5
this is wild,5
constant growth...no reason to that or say #nonono to that,4
"When you notice every nurse and dentist around is wearing yellow goggles,",4
#Regrets - leave it all behind &amp; enjoy life InshAllah!,4
Call of duty brings out the in people ...,3
Guess my uncle is takin over one of my rooms this weekend.,1
When my chief accused me of an error that I hadn't made.,3
mama found my latest tattoo......,5
End of the month = accounting day #NOT,1
"HOME!!!! Such a rough trip home, but so worth it!!!",5
Shopping with the kid who hates to shop. #bliss,1
livid this,3
I am afraid before an exam or colloquium.,4
I felt angry when my friend told me that I had stolen her money.,3
Cant decide what shirt to wear tonight.,4
I feel sad about an event I can not influence.,0
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",4
Ray Shepherd 's voice was quiet and he ignored his son 's mounting horror .,4
That 90% sobered up phase where you dunno whether to eat or sleep.,0
feeling pissed,3
just feel upset,0
When my boyfriend almost had a relationship with a close friend of mine.,0
still tense,4
"@maureenjohnson &quot;I say there, pls remove thin glass object from derriere&quot; #owlishCatWoes",5
my dads dumbass son just got kicked outta my moms house.....AGAIN!! whatta stupid fuck,1
"Edouard looked at him , and felt a sickening dismay .",4
"Im not afraid of tomorrow, for I have seen yesterday and I love today #less",4
really mind blown,5
the moment when you leap into bed and accidentallyy pull a muscle.,0
absolutely despise,3
its gunna suck waking up nd not see ur face,0
@samia_tahir aww tahir bhai is so talented &#xA;sweet lovely couple MA .. Stay blessed xx,5
I lost another button on my winter coat.,0
The pretty young undergraduate felt elated .,1
"The world didn't give it , and the world can't take it away #happiness #LOVE",1
You are not in a position to question my vision or my statement !,3
been feeling excited,1
Last day of the week finally. Tomorrow I can actually sleep in.,1
fuming you,3
hostile right now,3
Wren 's grief-stricken mother gives all her daughter 's possessions to Luna .,0
"is temporary, regret is permanent.",4
@TheBodyShopUK A long soak in the bath with my candied ginger scrub,1
omg my black and white cat misses/coco is in my room being nice #GREATDAY,5
Scott Pilgrim box set just arrived. Start reading!,1
Professor Winston said : ` I 'm thrilled to see them all here .,1
i love them,2
very frustrated,3
i admire him,2
fantastic about this,1
Want to let your parents know that you're gay? Tell them during Christmas dinner.,5
"wow! the version of Mysterious Ways by Snow Patrol, I like it!",5
I don't think I'll be able to sleep much tonight.,1
Haha was wel leuke dag op school ♥,5
breaking dawn was pretty good. if you still havent watched it. wait after the credits!,5
"He did n't seem offended , he did n't exactly appear contrite .",3
"@domw1999 nopey, taking stepdaddy and his friends to the airport! So he'll get stabbed..",1
feeling petrified,4
People always say ''Life is full of choices''. No one ever mentions,4
"Can't believe we feel this way, but please  lose today. And lose badly.",0
J'ai un pote qui a une coque Steve Jobs pour son iPhone,4
"History, Spanish, and english test tomorrow #studyinghard",1
i feel thrilled,1
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",4
empty today,0
I saw a report on T.V news on apartheid in South Africa.,3
tense right now,4
I hope the zombie apocolypse starts on black friday. weed those people out first,3
Many people are deeply concerned about the neglect of crofting land .,4
En toen moest mathijs nog een,5
I love to read! But I hate to read out loud!!,4
Yesterday was a fun day didn't expect that #friday,5
I want to watch more Dexter! :( Showtime only has Episode 1 (season 6) up.,0
I've just learned I have a FIVE DAY WEEKEND.,1
@Leannnis Funny cause I have one for you come to the store tomorrow,5
in thy call you Sister in #Peace thy hate U,4
I like watching @P_Nix17 play Gears of War,3
still alarmed,4
Halfway done* with Christmas shopping!!!,1
I suppose I should start on that essay for Schmidt's class.,1
this is wow,5
completely stunning,5
Dotty flushed with annoyance .,3
BLAHHH YOU SUCK LA LA LA I DISLIKE YOU BLAH BLAH.  #Frustration.,3
@NepeanDunk The worst part is that's not the only time it's happened.,0
Thanks a lot .,1
When I made the winning goal during a very important football game.,1
omg whoa,5
@malpaljenkins it's true! I'm full of joy because of the freedom I have in Christ!!,1
Four and a half hour car ride with five other people #familytogetherness,1
totally insane,5
Some of the house servants were missing and everybody looked frightened .,4
#Sorrow meet this day.. There is no limit on what 2012 holds! #getonit,1
New pair of vans on the way :-D im a happy bunny,1
When a few girls were talking rubbish about me.,3
No Black Friday madness for me this year...,0
When I met my girlfriend again in another town after a long separation.,1
"no christmas cards this year, but incredible art concept for next year #guesstillnextyear",5
A case of unrequited love.,0
Looks like the AGM presentation this year will be DIRE. Uppercase titles with tacky images.,1
@_UrMainBlondiee wait my face today after school....,3
i despise you,3
Day 2 = 12hr (outdoor) promo shoot in Newcastle...and it's raining...all day...,1
Tremayne was pink with gratification .,1
"If you're hungry, you won't be punished for your choices. nothing!",4
I couldnt play a physical sport or i would get into too many fights.,3
Being made to look like a fool by a girl.,3
@lilybriody you've burst my left eardrum!!,0
"They do care about others and are concerned about their country 's future . """,4
@TaylorNicole_14  and i are going to make a voodoo doll of tiger lilly ;) hahahahahahah,1
"20 to 1 , in favour of the Cougars !",3
so lost,0
I POP BOTTLES CUZ I BOTTLE MY EMOTIONS! .... please don't be scared of me,4
so happy,1
Well netball was shit. My coach was consistently criticising behind me,1
Freud anatomy you have a cruel mind sometimes.,0
loss...feeling so many different emotions #anger #confusion #helplessness #RIPhalfbaked You left my life too soon,0
S/O to my daughter in Christ @iamchristianjoy have a great and Happy Birthday.  You are,1
"Sonia and Helen flung themselves into my arms , to Joe 's great astonishment .",5
been feeling unhappy,0
i hostile you,3
Happiness is part of who we are. Joy is the feeling. & Tony DeLiso,1
When approached by a gang of youths in town at night.,4
I should never be allowed to pick out movies. Ever. Goodness!,0
"mac about to die...need to charge, but do not want to leave",0
this week is going to be hell. then it's back to sheboygan..,1
"Christina blushed , angry at being spoken to like a member of staff .",3
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",4
"Times are tough, and sadly......people change @geekadvancement @EdCampfv   life",5
unbelievable i cant believe it,5
I'm not actually writing a physics exam today,4
despise you,3
` Your mother and I are so pleased you are so happy .,1
Can't stand helping people and their mouth &quot;Mouth&quot; smells like ass,3
"Another long day at work, I can't wait!",1
Moving over the Christmas break.,1
Gotta have a blood test to test for any black mould poisoning.,1
dinner at sawa! happy birthday @chrisbruno42,5
hopeless as always,0
just feel down,0
Watching a horror film.,4
@Naughty_Virgin … et t'as pas encore tout vu !!!,5
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",4
absolutely livid,3
im frightened,4
"Chambers shot him a look of astonishment , then turned to include Nora",5
so despise,3
@markmac1023 we are!!! Christmas day with our church family @MainStrChurch will be a highlight!,1
so depressed,0
Time to start this weekend's homework…,1
Bed time now up in a few hours for 8 hours of college,1
25 days of christmas&lt;333 I love this time of year its amazing.,1
Bogue chitto bound with a broke cruise control,1
Family fights in the morning before school...,1
"@lorenmaring oh my heart!! I'm crazy jealous, the most gorgeous sight you've ever seen?",1
`` I am outraged and revolted by the decision of my supervisors .,3
"I thought this would be worse, but it's actually not too shabby.",5
The loss of a close relative who was ill with cancer.,0
Some people just don't know when to stop... And it pisses me off.,5
Today I'm most Thankful for the fact I'm not a fat pig like @JabbaHut6,3
I don't think @Neeeeekole_ or @pudsybear_ are coming to club.,1
*Premier Inn TVs are bolted surprisingly strongly to the table* Daybreak proofing?,3
I wish I had the courage to make a change. #doubt,4
this has to be the most amazing day of my life. Or one of.,1
Don't go through life with your eyes open but your mind closed.& Spiral Convergence&   #hope,1
LMAO!!  RT @danecook I just shit my pants. Pure 100% gravy.,1
I've got a massive pile of ironing to do :/,1
I have to be home alone with my sister till 12..,1
@elliefinnerty_ Yes. And I just experienced GRRM using the word &quot;cunt&quot; for the first time.,1
monster is not half as good as death note,0
Forgot to get the fresh fruit torte from wuollet's for Thanksgiving.,0
"Yes , next March .",1
Want to let your parents know that your gay? Tell them at Xmas dinner.,5
I ’ m itching for moving !,3
When I passed an exam.,1
@lizslater15  &quot;heyy maria can u pass the potatoes and i got a tattoo!&quot; #happythanksgiving,5
"Boston tomorrow for Monster Jam! Add more artists, and #suspense",5
My earlier tweet should've said &quot;I sometimes think I'm the youngest person...&quot;,3
The begining of my relations with my current girlfriend.,1
I love finding hidden pockets in my jackets (:,5
The guy next to me on this flight must be wearing egg mcmuffin scented cologne.,3
Being refused to attend the neuropsychology lecture in the medical university.,3
really fuming,3
@Janey_Platty @tinkyjen just said she's watching harry potter - prisoner of alcatraz ......,3
Connor 's voice was gleeful .,1
Just cried watching The Last Song. And I've seen it a billion times before.,0
Roommate got the flu shot. Has the flu anyway.,4
should probs start writing my history essay!,1
My life over break will consict of making up homework .,1
completely livid,3
...&quot;I want to watch the next chapter from revenge I been waiting for a week&quot;...,0
"I would rather live with  in my heart, than in my head #ButThatsJustMe",4
My lil sister got the worst attitude an quickest temper.....management,3
& is not the absence of suffering. It is the presence of God.&quot;&#xA;Robert Schuller,1
"Missin' My Boo . Sucks , Don't Get To See Her Until Friday .",0
You ’ re right .,1
im alarmed,4
"has a broken thumb on throwing hand. Out 6-8 weeks, exams/likely surgery tomorrow.  #depression",0
My lips are on fire... Guess I'm putting clothes on afterall... :/,0
How bout that! “@MrWestPhilly35: would'nt feel so good if it was'nt for PAIN!”,1
"Worked four hours, now I get to go home and do my math homework.",1
Cant sport my Chargers hat til next august now #seasonisover #GoTebow,0
And with rothlisberger helped off the field christmas comes early,1
@mamzelle_liliz oui mais le proctologue porte à confusion chez un certain public...  :p,4
the lack of selection of nike spikes online is disappointing me,0
guess what,5
"Work today, tomorrow, and Saturday",1
truly astonished,5
really uneasy,4
"Practice, game, game, practice. 4 straight days of basketball",1
Somebody was blaming me of a story which was not real and not true.,3
When I was treated improperly by someone.,4
Really ? How was it ?,1
"!! RT @YeahhKemp: Ughhhh ,I HATE Potato Salad &amp; Macaroni Salad !",3
so anxious,4
@Starbucks cup! Y U no red??? It's still the holiday season... #addiction #mocha #fb,0
How annoying !,3
Talking with a nice girl.,1
surprised,5
Awe the money in the world couldn't give me the I'm feeling .!!!,1
No lie:  pizza box actually has a reminder for people to tip their delivery guy.,0
I think my team lost at trivia. :-(,0
Jazzy  really moving like shit .,1
And so the dawning of the much anticipated hen day/night has arrived....dun dun dun!!!!!,4
Looks like imma be taking a cold long walk to the kitchen! *sarcastic voice* -_____-,1
Liz 's anger towards Raquel dates back to a charity dinner this year .,3
The anger and astonishment in her face gave way to something very like pity .,5
"Alas, no good trending topics to mock today.",0
Woke up this morning with lots Of  and #THANKFULNESS in my heart.#WONDERFULFEELING,1
terrified about this,4
"I ’ m so excited , mother . Oh , a new baby !",1
When my studies are too demanding and I cannot cope with it.,0
He gets real humiliated and has to leave .,0
Right Christmas tree day,1
on phone to british gas.,1
i am crazy about this,2
really content,1
"Frequent service my add, 52.",3
lool awkward moment when you show up late to a surprise anniversary party...,5
Three words. Muppet Christmas Carol. cc: @jodijodi21 @emipow,1
Hear my name on the list attending the English lectures.,1
"She became happier , more settled .",1
my sister-in-law grandmother is dead #teamfollowback,0
nervous right now,4
completely insane,5
oh shocked,5
am crazy about you so much,2
great right now,1
"Little Maureen was agitated , but she made a nice speech .",4
i am livid,3
Take good care of yourself .,1
i am mad about this,2
outraged you,3
just feel great,1
"Too many people, too small a room. This is fucking nuts.",4
this is astonished,5
"Good day,nothing learning today !",5
Going to sleep so good tonight. I could use a cuddle buddy. Any takers?,0
"Yes , wasn't it funny ?",1
☺ Oh sweet... RT @Bonang_M: My honey's birthday in 5 days... ♥,1
@RachelllWhiteee we are meeting @ThisisBonardi at his house later tonight to surprise him.,5
Wellllll today has been a long day and tonight is even longer... #sohappy .... #sarcasm,1
absolutely astonished,5
"not afraid of tomorrow, for I have seen yesterday and I love today #less",4
so overjoyed,1
really tearful,0
I threw a tv in my boxers this morning haha. I just thought about that.,3
im loathe,3
very hurt,0
feeling content,1
Swamped with homework tonight.,1
There is no pain so great as the memory of in present grief. #teamfollowback,1
Mom left all the stocking stuffer on the dinning room table.. :(,5
Grr another horribly grey day -_-,0
"` You mustn't be downcast , "" said Lydia .",0
That ’ s a lot of money .,0
Duncan could imagine their anger at being forced into another emergency manoeuvre .,3
"Sure , I will . Thank you for inviting me .",1
Yung feeling na nakita ka na ng pinakaclose friend mo tapos hnd ka pinansin :((,0
Hate free's on me tod like.,0
"Oh , I'm sorry .",0
Ah job hunting.,1
I said no to the same boy like 5 times last night!,0
wait unexpected,5
Out to dinner with my dad at least my brother is here #savior,1
"@whiteoakwoman17 is giving, loving, peaceful..",1
I felt extreme joy the day I was baptized. I was one with God.,1
Haha Kens tweet made me lol and now back to my seriousness... smh!,0
He looked around at their delighted faces and began to feel embarrassed .,1
Playing  for the next hour with @cbuzzy17 when she's sitting in front of me,1
"Playing Christmas carols on piano. Welcome back, piano. Finally found your power supply.",1
To fill the hour -- that is happiness. ~ Ralph Emerson,1
A wOmAn Worth SUm iz #EFFORT,3
@chrishole07  properly going somewhere adventurous or watching  one of the too! I love a haha!,5
"Love this time of year! Hats, scarfs, festive season, christmas atmosphere, #fun #excitement",1
"` Let me in for I am cold and desolate and hungry . """,0
Why does every single thing have to terrify me more than it should.,4
Another Indian party tonight.,1
Love when it's raining and I have to walk to class,1
My last genetics midterm - a decent grade.,1
@BrittJeffers what? You left without saying good bye?,0
time to start studying for finals,1
I got caught shoplifting a package of gummy bears.,4
Factor tweetRT @BeautiiFades This looks disgusting but tastes delicious!!!,4
completely shocking,5
i feel cheerful,1
&quot;..We fashion the rhyme/ and the Truth is the only Fit.&quot;-  s/o @Kadiri_Sennefer,5
i am wonderful,1
Jess felt faintly indignant at the remark .,3
nonstop Christmas music at work,1
@duckingfabulous boo indeed. Fabulous carlas' present will be ready for the 8th,5
The Irish Cream is mine!! #deliciousness,1
Taking my sister out for her birthday!   (:,5
The Wait At Cheddars Is Gonna Be An Hour I Love Waiting -___-,1
"not, the end of the world isn't until next week.",4
completely mad,3
Wah nowadays bugis street no more ah liana/bengs alr?!?!,5
absolutely incredible,5
"The fans are great here , too . Not like in Philadelphia .",1
@_CaitlinOhh negative you can wait til later ;),5
Revenge workouts start tomorrow. is the greatest motivator when channeled correctly.,3
@itssnoellexo bout to visit you tomorrow for no reason,5
driving and sneezing on the highway,4
@IMjILLian thank god my mom bought me a snowman kit too !!!!!,5
Stupid cow get out my life.,3
The weather in Beijing is just beautiful !,1
Walking in the dark and thinking about ghost stories.,4
something mouldy and oldie cause i cant put new music on my ipod,3
"He smiled a little , without altering the sad expression .",0
i feel glad,1
@Kris10Rakes when your free today check in my locker,5
"You're not afraid of the dark, you're afraid of what's in it.",4
"waiting for my teddy bear to get home, in his bed(; lmfao,",5
Right here we go for the 6 hour drive down south to the in-laws,1
Attack of the nerf gun attack,5
so furious,3
Mise à jour  2.3.5 sur mon Galaxy S2.,4
Hauser was amused at the suggestion .,1
this is stunning,5
Day 2 of my brother's stay in emergency.  #whatstheanswer #pleasadmithim,4
"The day I do my hair and make up, its windy and rainy.",5
The dude opposite me has more feminine finger(s)/nails than I do #manhands #ihaveem,1
Amen to that! RT @NickyBelardo: You've got to spread to the maximum.,1
"Gutted not going Spurs game, sacrifice ive made to buy Christmas presents! ...",1
i feel cheerful,1
If this happened they would be terror-stricken .,4
Just bombed my french test,1
been feeling broken,0
still spooked,4
When I entered in the University after a year of struggles.,1
"Our deepest is not that we are inadequate, but that we are powerful beyond measure.",4
@MrsLBBluth I messaged you our room info..tweet me updates if you can. #babywithdrawal,0
so tearful,0
&quot;The few. The proud. The Marines.&quot; Internet radio can be diversified ...  #236thbirthdayofthemarinecorps,5
Thanks so much .,1
I'm tired of your cut-and-dried opinions . Who do you think you are !,3
OMG I feel like clawing my eyes out of my head this morning ....,1
still alarmed,4
Now for a lovely 20 minute walk home in the freeeezing cold,1
oh stunning,5
Brought my love muffins and hot coco this morning for a &lt;3,5
stunning,5
i feel empty,0
astounded i cant believe it,5
a bit frightened,4
Some members of the UN Security Council will be miffed .,3
Another birthday and christmas being single...,1
Of course my computer chooses tonight to go crazy. #lotsofanger,3
"@LuckyMagazine Seriously!...we are doing trunk show at Henri Bendel, and it's POSITIVELY crazy.",1
i am horrified,4
` At first I was too flabbergasted to do anything .,5
"Hot water bottle, a cup of tea &amp; my lovely coursework",1
feeling grateful,1
so content,1
Teenage psychology is nothing but common things you see every day in HS   #drama,4
I really feel sick in my stomach right now....,3
im thrilled,1
very sad,0
Hywel was glaring mad at having to put a suit on .,3
When a friend of mine was trying to make a fool out of me.,3
"Soooo dooowwwn!! Move on, get some sleep... Me deserve better. #forgetit #yawning",3
i irritated you,3
It occurs to me that tomorrow I well be in my early late thirties.,1
A reoccurring fear that something will happen to my relatives.,4
This things appear to be true but I know for sure its false,4
@laurenjadee_x haha good girl! doing much tonight? #justtryingtoupliftthisboringconvosation,5
"A leader is a coach, not a judge.  #lean #systemsthinking #development #HR",4
@HowfenClaret enjoy Hun. I have to start packing my stuff up for big office move,1
"@TheSondheimer Nope, Christmas Parade. I was being facetious.",5
finally headed to bed. ready to fail chem tomorrow,1
yuck! Twitter don't need to know about your period life ma'am!,3
i cherish them,2
Can't wait till factor,4
cant beleive the college football season is almost over!,0
@Gods_Choosen93 &lt;3 word maybe ill go over there for a weekend :D lol,5
Love it when people step in my dog's shit,1
feeling broken,0
pissed this,3
"not afraid of tomorrow, for I have seen yesterday and I love today less.....",4
fancy you,2
Head down on @bilingualhire so far this weekend. Readying for  Last year of  deployment.,1
Getting ready to go back to work,1
"im coming home, but not telling anyone when",5
Headed back to them Grind. Full day of meetings.,1
"Curled up on the sofa, watching disney films, ahhh  X",1
moment when an open bottle on your bed is about to fall..,4
Feeling empty inside,0
been feeling gloomy,0
truly incredible,5
Making a revision timetable,1
i feel uneasy,4
I love the excitement of opening up a new Apple product for the first time!,1
very horrified,4
"I am dismayed , but not surprised .",4
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",4
Black Friday will be the death of me. Working 345 am to 1 pm. #ihatepeople,1
My poor mother was grief-stricken and all alone .,0
absolutely annoyed,3
I'd just got the top mark in an exam.,1
My bus has broken down on lambton quay.,1
seeing @nbrazz today totally made my day.,5
"Behangplaksel aangemaakt, surprise-lol kan beginnen: Angry bird dit keer.",5
happy thanksgiving y'all. be thankful.,1
"Yes , I can't sleep well every night .",0
F.E.A.R. - False Evidence Appearing Real.  #quotes #quote #kktny #ff #follow #kardashians #kardashians #kuwtk,4
stop playing basketball and become fat,4
"Alone I am coming back home in the night after the serial \explanation\"".""",0
"When I was complimented and called \delightful\"".""",1
But i didnt get to see ms.limas pretty face.. :/,0
He felt their resentful eyes burning the nape of his neck .,3
i feel nervous,4
"To Shiona 's absolute horror , Jake had blamed her .",4
I was neglected undeservedly.,3
incredible i cant believe it,5
so resentful,3
so work tomorrow 1O to 5 then class at 7O5 to 935 -.-,1
completely outraged,3
"“@Fit_not_Skinny: Want more in your life?! #Change your #ATTITUDE” &#xA;Amen!&#xA;&#xA;Allergic to : negativity,shadiness,&#xA;&#xA;Attitude is KEY",1
Talking about snakes.,4
"Eenieder die vanmiddag/- avond Sinterklaas op bezoek krijgt, wens ik een (ont)spannen(d) samenzijn toe! #gedicht",5
Leaving work early today!!,1
thats crazy,5
I haven't even looked out the window and I can hear the rain pouring down.,1
Thank God that the @dallascowboys and  won ... It really made my day :D  #BlueNWhitePower,1
Grease burns hurt like a mother,0
oh whoa,5
still scared,4
really blissful,1
Mom ! ! ! Please . All my friends have had it for years .,3
@kristennblack my phone it is on a small vacation.,0
Realizing that a friend had been talked into signing a certain contract.,3
Noddy was being so messy at the game last Friday,3
Bad food in the students' dining hall.,3
Word wel met de auto gebracht lol.,5
French exam tomorrow NAAT,1
Receiving understanding from within self of a subject I had previously wished to understand better.,1
A couple of days ago . I just go back from the funeral .,0
I got the message . I'm quiting .,3
been feeling heartbroken,0
I haven't been to Toys R Us in like 5 years..,0
really unhappy,0
General Ye Jianying died.,0
"not afraid of tomorrow, for I have seen yesterday and I lived today #less”",4
"Sad day, just got denied indoor  ruined my life for the next like 2 weeks",0
When I walk in on my dad taking a poop &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; lol lock the door,3
Infiltration in our lives. The illusion of so we accept their political Solutions.,4
Insulted by my mother.,0
i feel sad,0
The crowd was wild with excitement .,1
completely stunning,5
Yes . to our first anniversary and many more to come . Cheers !,1
Both are designed to convince the readership of the horror of the subject-matter .,4
Solemn vespers is as unexpected as the Spanish Inquisition.,5
i am lonely,0
surprised i cant believe it,5
overjoyed today,1
@JillScott12 love it! the ultimate adult weapon!haha!,4
@Bobert_Haughton @dunningmark sound Bob! Sounds tough,4
I choose  over  choose  over  choose over #selfdoubt.&#xA;I choose #ME over #hurtfulpeople.,1
1st track practice today....,1
Mall with jake and dakota #not #faggets,1
When my dog died.,0
Lmao. My brother just got licked in the face by a puppy.,5
Look behind us at the mountains ! They're reflecting pink !,1
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",4
Modern conceptions of love disgust me.   #love #misconceptions #badrelationships,3
"It's been so long! As the day comes closer, I miss my place more!",0
"Randy, get your historical facts right. There are history majors in the audience",5
The glum look on his face was probably normal .,0
I'm so grateful for this place. And for my friends here.  #peace,1
"Well, My car is total wrecked.. Miss it already.. Pff..",0
Just got a Christmas wreath delivered to the house! #HappyHousewarming,5
"Considering I was up till 4 &amp; slept till 12 today, I can't sleep.",5
When my dad passed away.,0
i feel worried,4
That feeling when you know your slackin hard body on a shorty..,3
I love when my face wash makes my face break out in red splotches,1
hate when disgusting old men hit on mee.. like reallly !,3
Two weeks,1
Wrapping Christmas presents realy puts you in the Christmas spirit. #Christmasiscoming!,1
i didn't crave peanut butter cookies today!,5
"Joy.  No matter the season, circumstance, or company-Joy is the goal.",1
"Mrs.Smith , time has stood still with you !",1
I'm gonna have a heart attack and die young prolly.  #Dispatcher,3
so cheerful,1
"After a basketball, shower and beer run-break, It is back on.  #weallfloatdownhere",4
"Thank you, Monday, for reminding me why I hate reading the news.  #mayhem",0
Sometimes something great and unexpected happens to turn it all around. #moodbooster,5
"Well , it was nice meeting you .",1
` I am horrified that somebody would do such a thing .,4
Cant wait to have fun this weekend... Ohh wait I can't do anything!,1
very depressed,0
When I passed an important exam.,1
naar @DaphneB1995 en @thomasjmb en Jasmijntje zonder twitter en tante en oom.,5
I do not like these days of overwhelming dread,4
"Wanna curl up and stay in my bed. But no, softball owns my life.",1
She 's really riled now .,3
My pleasure .,1
if we really have a 2hour delay ill cry,1
The new computer software is driving me crazy ! I really need a break !,3
make that 6 fire alarms in one night. fuck you derwent.,3
..army mania haircut και μια μέρα ακόμη σαν πολίτης,0
care for you,2
Time to get ready for 8 hours of work #NOT!,1
always sad,0
I ’ m not in the mood .,0
When the contract about my shop was signed.,1
"“@calgarysun: RIP Harry Morgan, Col. Potter from MASH. Dead at 96.”",0
""" Dear God , "" he said , beginning to get rattled .",4
When I passed the grade 7 exam.,1
"And I was overwhelmed by this scene , too .",1
"There is in Christmas decorations, try to find some today and during this holiday season.",1
I love Christmas lights! Especially colorful ones :),1
Oh the of the school #Christmas nativity play. Another anchor to the seasonal magic!,1
time to start this research paper,1
completely angry,3
"Got to do the three things i hate the most. washing, tidying &amp; work!",1
I felt sad and depressed when I heard that our cat had died.,0
blessed today,1
Bein at the school for 12+ hours a day #NOT,1
"Oh , gag me ! She's totally gross !",3
"There was the mournful sound of human voices , and then a jolt .",0
been feeling tearful,0
im sad,0
I should've just stayed on the bus .,0
Fox just switched from the  game. Tied 32-32 with under two minutes left.,3
@jullz_isa_chink I legit found out two seconds ago she had drained it,0
The of the Lord is our strength-no matter what the enemy drops in our spirt...,1
Invites sent. Now Im getting more turn downs than confirmation of attendance.,0
The apt is xmas ready. Can't wait for my mom to come home :),5
i appreciate it,2
Cant find my under armour to go for a run &lt;&lt;&lt;&lt;,3
win. overtime game with a ranked team on a wednesday night,5
@EddyGreenall aaa good luck! Nothing says early Christmas present like a test.,1
feeling unhappy,0
False Expectation Acting Real,4
“@breannajustus: The Gospel: He is making all things new.  #boldness”,1
"was a happening place with trendy, good looking people and then now.",0
kinda apprehensive,4
i really appreciate you,2
"When talking with my sister, she often ventilates prejudices, which my father also adheres.",3
"` I only hope you 're right ! "" he said in anguished tones .",0
"@WesTurb5 I thought it was a bottle of green Kool-Aid, turns out it was PJ",5
"zo omkleden en zo,, even naar een winkel voor een cadootje voor me pa",5
I worry about losing people I'm closest to over something stupid. #sadtweet,4
and working the rest of the week...,1
oh &amp; i thought payday was today....its NEXT friday.,1
Let's get this day over so I can go home and study,1
Work til close. Gonna be a busy night.,1
@DiremanOfficial yes! Lol! It's coming together nicely! Can't wait!,4
When I quarrelled with a very close friend of mine.,0
Still beyond sick &amp; I have work yet again tomorrow.,1
Can't wait to see me lads face on Christmas morning!,5
I felt afraid just before receiving the question paper of the part II exam.,4
So happy i wont be sleeping tonight but instead going to work in mcsuckland,1
"last day for no shave november, ready to shave the beard",4
Well I guess I should study my ten pages of science notes. .,1
I've been drinking water non stop these past two days,1
@SomeHighGirl @tntitansfan615 same reason people talk behind other peoples backs,4
"I wish my name rhymed with something, so I could have a tight twitter handle",0
just feel hopeless,0
@HierisCath haha Jah! En nu zit ik in een krakende trein naar Zwolle,1
I love the way I fell when I come outta church,1
blah pract should be i love being sick...,1
i fuming this,3
Luv when white girls wine tuh old Shabba.,1
On the scenic railway at the fairground.,4
so joyful,1
Working on a necklace design!,1
Carlie and Harvey feel bitter and resentful about the way they 've been treated .,3
That moment when you give a fuck with someone even though it already hurts.,0
Catching up on American Horror Story and filling out my FAFSA,1
always care for you,2
Getting a phone call from a very old friend.,1
When the mother of a good friend of mine died.,0
very heartbroken,0
needs to start living for  only gonna have people who bring involved in my life.,1
a bit petrified,4
something is wrong,4
i feel empty,0
They all seem terribly sad .,0
"Thank you, Microsoft Word, for crashing minutes before my assignment is due... #failure",3
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",4
20 min class? Professor Musta known I was up till 4 AM. Thanks!,1
following highly recommended   my timeline jewel @LauraLME   #music #poetry,1
hates waking up when Im in a deep sleep :(,0
busy busy busy week!! studying all week for finals and have a research paper due,1
Sitting here depressed n staring into space,0
School..check. Now I have to go get me finger cut open.,1
I missed the leadership training today.,0
My admittance to the University.,1
depressed as always,0
im joyful,1
@airick_burnknee @AubreyLeRose @LaurenWOwen @TylerTweets2 thank y'all for making today bearable..,1
so awesome,1
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",4
so scared,4
@Braidstuga nice! the archenemy campaign is pretty sweet too! .. luv @steam_games sales :)  ..,1
"Oh , this one is perfect .",3
Have to finish Christmas shopping  ugh...,1
Movement in bush late at night while camping.,4
I drew a blank on the algebra test .,0
i adore them,2
"Thanks , I will , byebye !",1
pleased right now,1
It's really very easy saying you're sorry .,3
A day full of homework!!,1
chocolate muffin tasting like plain bread and lacking sugar …,0
Purple + rainbow tights are the. B E S T !!!!!!!,1
been feeling melancholy,0
