text,label
"my life is a mess, what is wrong with me?",0
Bye .,1
"LT , im talking bout black ass .",1
im unhappy,0
I'm sorry.My car's taken .,0
ecstatic,1
im terrified,4
im hopeless,0
because vengeance is free. but the price payed takes work.,3
Another large family meal.,1
"Mom got me clothes for Christmas, man I miss the",5
Ugh! taking a break form my marketing.  -__-,1
I thought ppl wanted to be in twitter jail,1
The cave-man got fed-up with walking,3
Tomorrow's Wednesday ): double social studies and Spanish .. /:,1
heartbroken,0
I feel like my winter break has already started...,1
so sad,0
Wow for 'super girl' KARA !!,5
Soo tired. I don't want @bsaundsjr and @Therealkelseyj to leave.,0
i adore it,2
miserable,0
im surprised,5
so lonely,0
Love unexpected phone calls! :) #greatnight,5
overjoyed,1
Demain je me tape encore histoire avec mon prof pervers,4
Today is gonna be nuts at work...,1
"I'd love to , but I'm afraid I can't .",0
smitten,2
mad,3
"Ha , yes , brilliant !",1
"home, now im bout to start my hw. :/",1
Finding out that I am not ill (not seriously).,1
When I broke my leg I felt fear.,4
mad about you,2
Guy I cared for went back to Canada to live.,0
i adore you,2
I am not feeling well,0
this morning's early morning glow. #beauty #ihavenotsleptyet #6am,1
loving this,2
Well its half 2 in the morning and cant sleep,1
The high schoolers are warming up IN THE HALLWAY,3
and the Thanksgiving festivities start #ineedadrink,1
Love gettin abuse from tenants in the morning,1
annoyed,3
hostile,3
frustrated,3
feeling joyful,1
I just absolutely lost my mind.. :(,3
feeling happy,1
A film on zombies.,4
And a fat ass painful bruise on my hand!,1
That's perfect . I will definitely do well .,1
devastated,0
She did not look like a happy woman .,1
dying my hair the color I want this week #sorrynotsorry,5
so surprised,5
i hate it,3
FACTOR KUMMIN BACK ONN ICANT WAIT,4
This dentist is going to destroy my face.,4
When one of my cat died of a disease.,0
I can only get my purple hair dye online...,0
Holy dreidel Jake Gyllenhaal is Jewish!  #hot,5
When God opens a door for you...LEAP with through it!,1
I just watched a movie and I'm scared .,4
What's up with blue xmas lights?,3
Mon prof d'svt est flippant.,4
im anxious,4
i adore it,2
I just finished reading the greatest book ever #wishitwaslonger #nerdtweet,1
But why does Mr Ross always look sad ?,0
A helpline has been set up for anxious parents .,4
so happy,1
my 16th birthday party...I was scared shitless,5
Cant decide what shirt to wear tonight.,4
livid,3
Shower Flow. then back to college life &gt;.&lt;,1
MY DAD IS COMING HOME FROM IRAQ FIVE MONTHS EARLY!!,1
They looked like a crowd of frightened children .,4
im content,1
$876 million budget surplus.,5
Friends who torture animals.,3
"I'm dead serious about this , Sally .",4
im nervous,4
elated,1
Rush hour approaches.  @SouthernRailUK about to go into meltdown again.,1
Observe without judging and find greater peace and,1
Made mistakes in exam.,3
bitter,3
feeling depressed,0
Spent the day looking at progress bars,1
hopeless,0
@robin_joyce points failure at lewisham #southeastern are crap,1
im worried,4
im down,0
The start of active reading notes begins today,1
Bomb! I'm done my essay :) :) :) finally.....,1
you mean everything,2
I want a flash mob to perform for,0
People hide their behind a #fake smile.,0
enraged,3
so nervous,4
im pleased,1
basketball...i'm beginning to love you,5
nervous,4
@lilybriody you've burst my left eardrum!!,0
content,1
feeling afraid,4
A close person lied to me.,3
GOSH! I miss football so much!,0
False evidence appearing real,4
Yoga final today!  @ChrisBSharp,5
When my mother's heart nearly stopped.,4
im thrilled,1
"As in sadness (A), relating to this slaghter of fur-seals.",3
"good game guys,, bed early(:",1
Finished my music history paper! Happy day! Tralalalalalala!,1
He felt both elated and frightened .,1
Don't look so horrified !,4
worried,4
Annoyed. Tired. Homework. Bad day.,1
uneasy,4
Oh shit! I can't solve the base!,3
"is temporary, regret is permanent.",4
Hot chocolate time!,1
cherish you,2
Last unit of pickleball in high school,0
Take My Crown To The Grave Imma Underground Queen,1
Watching pigs ejaculate in animal science.,1
mad,3
cant believe it,5
When my gradmother died.,0
bewildered,5
When my grandmother passed away.,0
"You must have been heartbroken . """,0
im nervous,4
But now she looked excited .,1
And off to work I go...in the rain and wind,1
so sad,0
wiiiiiide awake after being tired all day!,3
I experienced this emotion when my grandfather passed away.,0
im furious,3
"Ohh today is gonna be fun, family is already fightingg.",1
"every night, fake smiles every morning.",0
im amazed,5
I'm sorry . I'll ask next time .,0
It feels good to be back @ school.,5
panicked,4
@Robb_85 good lad where you going?! Think I'm up pure,5
"I felt quite depressed about it . """,0
feeling loved,2
so nervous,4
oh my god,5
School today. Actually excited. (:,5
Chewing gum lost sweetness in 5 mins :(,0
Pee-wee wrestling tournament...,1
&quot;we can't stop here. this is DRONE country!&quot;,4
Passed the last exam.,1
feeling lonely,0
Ohhhh dit wordt heel erg   heeeeeeeeeeel erg #mooi .......,5
I was so desolate about Chip .,0
Short nap. Then studying for Marketing till' 9.,1
Your gonna love my xmas gift for you,5
Love getting home to my little cousins sleeping over!,5
China winning the Asian Olympic.,1
Lundi y a J Cole je n'y serai pas,0
Gym then home to revise!,1
One thing I won't miss about high school: bathrooms,3
F.E.A.R. = False Evidence Appearing Real,4
RIP Patrice O'Neil....the world of funny will miss you,0
Getting ready for a day full of school work,1
besotted,2
@GraemeCole74 quality tune! Forget everything and remember.....,4
Sitting watching tv then @JP_Riley walks into my living room.,5
The assistant looked alarmed .,4
If this happened they would be terror-stricken .,4
Missing the element tonight bec of worl equals,0
im terrified,4
i feel sad,0
feeling depressed,0
Off to school for the english theatre trip,1
loving this,2
When  fell in love with my present girlfriend.,1
Ohhhhhh!!!! And i finally have normal radio stations! @Nickpetolick,1
unbelievable,5
"Chillin in hatfield with @Phenyo_Chivas, enjoyin an ice-cream cone!",1
"@leethomascook @davetayls @DarkHorseIan Pancakes, maple syrup and bacon...",1
im finally getting into my christmas mood... :D,1
Watching Beauty and The Beast to start my day.,1
Bye bye man u Hahahahaha,1
"Yes, ik heb twee  klaar, nu nog een",5
Love Christmas time  #basketball!!!,1
Day off : haircut then work on multiple homework :O,1
Steel pump session in t minus 20 minutes,1
i love you,2
didnt expect that,5
totally shocked,5
so in love,2
Taking family pictures.,1
When I pass an exam.,1
Wondering what is waiting for me tomorrow... #ExcitedlyFrustrated LOLXD,5
startled,5
Let that tough talk walk and watch how your run.,4
im heartbroken,0
feeling happy,1
Before the exam.,4
full of joy,1
I Hate People With Crusty Nasty Lips,3
Eating my first candy cane of the season,1
i adore it,2
holy fuck. i'm getting a brand new car next week.,5
feeling depressed,0
Tower Heist is so stinkin' good.,1
REdecorated the Christmas tree wif my mama (:,1
im shocked,5
adore this,2
Brought Duncan to the black friday urban sale hahahah,5
SHIT!!!!!!!! I ran outta fruity pebbles! Dam :(,0
Ethan can say nice cute things sometimes.,5
hopeless,0
Doing well in the exam.,1
Hot water bottle..again,1
"going back to school tomorroowww jk, hate everyone",1
&quot;@ThinkMoneyOTG:  2 shot dead on Virginia Tech campus (BLOG)&quot;,0
nb $Gettin $ not ah Option doesnt Exist!!,4
really surprised,5
apprehensive,4
no kitty to cuddle with this morning,0
He felt a wave of exasperation rise within him .,3
Being mistreated by other people.,3
Get home &amp; immediately find my grandbaby!,1
Death of grandfather (unexpected).,0
Heart full of  full of  of &#xA;Held in my #Chest,3
When a little brother of mine damaged a cassette.,3
@yawnster438 im missing this girl more and more each day,0
im amazed,5
@PSmileyT Don't beat them down too bad! Lol,0
so shocked,5
Great is more destructive than the sword,3
more christmas shopping to do today...online and in store,1
im worried,4
Why ? It's in mint condition !,3
im happy,1
Yay for another shitty day today,1
why does Thanksgiving Time feel 10x faster than SD Time?,0
Market Report : Interest rate fears spread despondency,0
"@lxsmslr Bordel, elle sort d'où Miss Bretagne ?",4
School food is a letdown.,3
i love her,2
I realized the girl liked to be with me.,1
im panicking,4
Writing a 3 hour government exam at 8 am,1
livid,3
NVR GO tO BEd MAd. StAY UP &amp;&amp; FiGHt LOl.,3
@sarahhhhh13 true. but its the green dragon relays,1
surprised,5
Aww Ms. Hossfeild Just Called My Father Ugly CTFU,1
Muse in studio working on new album.,1
"Ugh, my stupid laptop has another virus. :/",1
When I am at home alone.,0
melancholy,0
feeling affection,2
so happy,1
Decided I'm moving to Boulder Colorado.. :) @TessaWood1.,5
so scared,4
blissful,1
excited,1
"This letter is fucking bullshit, I mean really fuck you",3
I get to dissect a baby pig today #fml -__-,1
@Cm0n3ysw4g I WISH. Not taking Driver's Ed til summer :(,0
My car skidded on the wet street.,4
hoy ensaladita con pollo!!! con las bellas  y,1
im outraged,3
uneasy,4
"Got the short end of the stick, again",5
May go to the doctor tomorrow finally. Ugh,4
for @EricGreen4 to fall back asleep on me! :/,0
When confronted and in my opinion hassled by the police.,4
this is sad,0
Crying is something I don't enjoy. Please dont leave Landen!!!!!!!!!&,0
joyful,1
Say hi to your family for me .,1
"my bus route it absolutely ridiculous,",3
love of my life,2
i cant eat cause  i got to make weight,0
im worried,4
How time flies !,1
When I got my B.A degree with first class.,1
Mise à jour  2.3.5 sur mon Galaxy S2.,4
I 'm really frightened .,4
im angry,3
im angry,3
so nervous,4
4 of 6 speedways in Midland don't have pizza,3
so anxious,4
lonely,0
so excited,1
follow me @pinkferrari_KAY .. I follow's back !,1
Thinking moods suck,0
heartbroken,0
A lovely night of revision ahead... Sounds just lovely -_-,1
Going to the exam not well prepared.,4
youre the best,2
feeling happy,1
really mad,3
Good start to my day.,5
very afraid,4
outraged,3
im terrified,4
i adore you,2
Doing well in an exam.,1
Being close to drowning.,4
iPods dying but I can't find the charger,1
Missing my love command the stage,0
so scared,4
feeling passionate,2
Thanks . I just got back from summer camp .,1
smitten,2
You are absolutely right .,1
Wheeew making another cd for my trio home tomorrow night!,1
im surprised,5
"today should be eventful, english and math...",1
Being insulted by my roommate.,3
I think they call this... um... Venting,4
dalijk burgerschap en rekenen en dan weer aan t monteren…,1
Apparently my biology teacher wants to crucify me....,1
"Oh , Jack ! That's wonderful !",1
My best friend suddenly acting strange towards me.,0
Mid day sex is da best,5
Miss my baby but I'll see him friday ☺,1
home for the end of My Best Friends Wedding,1
So many things running through my head .. #tweets #twittingwhendown..,0
Misunderstood deliberately by a close friend.,3
I was scared stiff of giving my first performance .,4
@IsiaMonet we just finished and he did real good!,5
Someone messing up the room we share.,3
"It’s Friday,  Yesterdays winning message is …..",1
done with history and geography. civics tiiiimeee -.-,1
God's Greatest Gift this morning @parkviewchurch.&,1
@bobbystompy I absolutely positively strongly detest Eli Manning,3
i am scared,4
just discovered that my computer chair can go higher!!!!,1
Im livin wit no an imma die wit no #Regrets&#xA;#MyLife,4
feeling loved,2
@ToyaWright winning on a million levels Shhhhhh! tweet,5
uneasy,4
Chapped lips. Runny nose. Always cold.,1
ugh bum niggas make me sick,3
Connor 's voice was gleeful .,1
Hate snakes so much can't even watch them on tv,4
Watching christmas vacation with my love,1
I haven't stopped eating all weekend.. or..?,0
feeling joyful,1
my favourite colour is blue. And I have 10 tattoos.,5
frightened,4
Wow Haha er zit nog lijm aan mn vinger!,5
so sad,0
hate you,3
lonely,0
"Literally, the things that happen",5
Looks like ill be single forrr life #singlegirlprobz,1
Constance looked at him in bewilderment .,5
Wa nakapasar akong neighbor sa civil engineering exam :(,0
pour un gros repas  pour max. d'énergie demain matin.,1
I am pretty sure that I am in trouble .,0
im astonished,5
walking in on your friends planning your birthday,5
IM GONNA MISS MY UNLIMITED DATA,0
Anger is born as you struggle with reality #Reality,3
I enjoyed his excitement with politics .,1
A reoccurring fear that something will happen to my relatives.,4
crazy about you,2
it's Thursday which means a trip to tesco!,1
im unhappy,0
overjoyed,1
When I was accepted as a student of psychology.,1
frustrated,3
im sad,0
@RatiMujumdar reply to my mail.. am kinda desperate,0
i am sad,0
Guess who's not going to get any sleep tonight.,1
so nervous,4
Listening to some Slipknot on my ipod at this time,3
feeling joyful,1
"He was exasperated , but not cast down .",3
Needles? Lollll bring on the water works!!,4
im panicking,4
Ugh missed the America horror story,0
im shocked,5
Wow just got a text that made my day :),1
"She became happier , more settled .",1
i cherish you,2
mad,3
Fase 1 van de is halverwege!! Ging nog best snel!!,5
Most estate agents were overjoyed at the election result .,1
He laughed at Claudia 's startled expression .,5
@ZCarr22 You don't deserve to use a Twitter.,3
You said the same thing three months ago .,3
true love,2
im frightened,4
Love being home all nestled in by the fireplace!,1
Solis and her IMAGINARY FATTY... (PREMO VOICE),0
"bad mood, tired, &amp; now work 'til 10.",1
my love,2
im pissed,3
spooked,4
cherish you,2
When I go home shit don't look the same.,0
"She looked stunned , almost like a sleepwalker .",5
Enjoying marmite and butter on toast.,1
"I ’ m sorry , Jim .",0
Great! A geometry testt right before the break.....,1
im sad,0
Enjoying a friendly talk under the heavy rain,1
I have a terrible toothache .,0
unbelievable,5
overjoyed,1
Death of the family dog.,0
i am happy,1
miserable,0
i love it,2
i cried,0
feeling excited,1
Al final acabo cayendo en lo de ir a,1
trip somewhere tomorrow when I get home...,5
feeling passionate,2
"Bert , a lanky , lugubrious individual , declined .",0
excited,1
flabbergasted,5
feeling angry,3
annoyed,3
Christmas shopping with my aunt,1
Ok i take it back! Brilliant eve with  @turkeyturner #whyitsgreaselightening,1
Eeee!!! I leave Friday morning for LA!!!! OMG!!!,4
Great day love when my car gets hit..,3
It's a christmas miracle - NBA will soon be back!,1
I'll get my result of high school.,4
cherish you,2
im joyful,1
didnt expect that,5
time to do 8 minute abs..,1
Boss called and said I have to work today -_____-,1
Feel numb and sick...,1
love this,2
wow,5
You too.Thanks for dropping in .,1
blissful,1
Tomorrow is probably a shorts day.,5
Six chapter of Economics to study for tomorrow's final,1
I'm starving! And there ain't shit to eat... -___-,1
adore this,2
"Oh , no !",3
and the headache is back for the fifth time today.,1
Sister Cecilia was flushed with vexation .,3
Feeling left out... I guess I always have my boyfriend.,0
Its christmas sock season,1
a DAD burps really loud in a restaurant.  @shelbskaay,3
im happy,1
back to being a money maker today..and all weekend,1
I want a new job for Christmas To The World,1
hate you,3
I'm afraid there isn't .,0
bewildered,5
dumbfounded,5
hopeless,0
loving this,2
We are through .,3
what a nice garden ! Look at these tulips !,1
Our Christmas tree is broken :(,0
outraged,3
His amusement at the scene was rekindled .,1
feeling excited,1
@Kyle_the_Girl_ nice underscores there copycat.   All Stars without you tonight.,0
Moms Made Chili...Bt Im Not Hungry,5
"Before an exam which I, finally did not take.",4
I doubt if I can pass it .,0
Awake already.  Crap sleep.  Got no voice,1
drinking soup thru a straw for dinner,1
I've just been a little depressed lately .,0
Had to skip gym today.,0
keeping myself distracted only helps for so long. #stagesofloss,3
He seemed happy with this .,1
Connor 's voice was gleeful .,1
Melissa stared at her friend in dismay .,4
Wow !,0
Don't be shy . Have some more chicken .,1
The answer to the United States financial crisis ...... marijuana,5
I don't think I'll be able to sleep much tonight.,1
im stunned,5
Breaths gunna smell like shit after this French vanilla..,0
Josh doesn't like Christmas music,0
E domani parodia di Breaking Dawn. Grazie degli spoiler Gu.,1
time to get to essay writing..,1
Lorraine Kelly eskzjh akjbg selkwkfja ipf eh,3
im heartbroken,0
moreeeee family time today,1
apprehensive,4
adore this,2
I am taking my x-mas photos today with my family!!!!,1
Here you are .,1
Not a single text all day -__-,1
"He must be miserable . """,0
bitter,3
miserable,0
unhappy,0
"By comparison , she felt drained and despondent .",0
Spring soon come! • RT @242Uprising: Final CSA cult meeting,0
My cousin is cooking a pig head,3
"Well, I work today after school.",1
When my mother was very sick and almost died.,0
Disappointed by a friend.,0
im smitten,2
Early  game today.,1
I think my team lost at trivia. :-(,0
omg,5
feeling down,0
When I met an elephant in the bush.,4
My admittance to the University.,1
astonished,5
Watch me crash that shit,5
@erin50michael don't worry. I'm good! Just carless,0
Houses with christmas lights make me happy :),1
In 12 hours ill be watching the season finale of,0
Arabic comprehension exam in a bit,1
really surprised,5
hopeless,0
Just remembered my tanning package runs out today ):,0
im pissed,3
@Harrington17 I may need a formal ticket tomorrow #illkeepyouposted,5
"Driving school for 5 hours,",1
Hahaha! He is prolly ordering Rock Bitch right fucking now.,3
flabbergasted,5
im astonished,5
"Another long day at work, I can't wait!",1
But she did and made me disappointed .,0
When the mother of a good friend of mine died.,0
When my grandmother passed away.,0
i cried,0
im speechless,5
"heb net nieuwe oorbellen, lipgloss, faundation en veel meer :D",5
didnt expect that,5
i adore you,2
dag everybody got it back home... smh lol,5
im scared,4
so nervous,4
oh my god,5
i am scared,4
Full night of homework ahead of me,1
so anxious,4
No college football today,0
WHEN MY PHONE DOESN'T SEND A TWEET,3
im cheerful,1
How do you like the pizza here ?,1
Van twitter af. eerst  zo en dan Gezellig!!,5
Going to work half asleep,1
Love watching my daughter be so excited around Christmas.,1
cant beleive the college football season is almost over!,0
"Bedtime, and a night of coughing to look forward to",1
horrified,4
im happy,1
Don't be cross !,3
im terrified,4
depressed,0
Dropping off Starbucks at my best friends house.,5
dumbfounded,5
im shocked,5
i love him,2
worried,4
Ready for chaos.. Someone called in sick before the holidays.,1
feeling scared,4
"&quot;Get comfortable feeling uncomfortable.&quot; - @haileycoleman, @DamnHeels   #StartUp",4
Listening to non-stop christmas music,1
no way,5
I'm worrying that she may be lost .,0
Won a prize for effort.,1
annoyed,3
My Grandma will have the best birthday ever tomorrow !!,5
Bitches like you me #straightup bye man @BadAzzLuck voice,3
@Goesje en er komt ook een nieuwe cd.,1
depressed,0
elated,1
i heart you,2
im content,1
I'm very sorry to hear that .,0
Spinaach dip and sparklers HAPPY BIRTHDAY @nabrotzkyy,5
Picking Sarah up from school,5
I love it when my  drops in unexpectedly!! :),5
i love her,2
I get angry when people disbelieve me or misunderstand me.,3
@LarryRobs BARRY SCOTT IN JAPANESE AND FAST FORWARD  xxxx,3
"Another party at work, another one full of cunts",5
in the mood for sweets and my shop is closed,0
i am scared,4
Fantastic Expectations Amazing Revelations,4
im frustrated,3
alarmed,4
I love seeing all the christmas lights up :) #christmas,1
Listening to everything by lifehouse makes me incredibly happy,1
When I was told that I had passed the exams.,1
my head hurts. we have a choir concert tonight. #therepointless,1
Ortho appointment tomorrow then dentist appointment thursday -.-,1
Let's hope it is !,1
im crying,0
fond of you,2
Headache and I feel like shit.,1
Finally got to see my beautiful sister! #hopefullyagain,5
Big weekend and my voice is tired!!,0
im joyful,1
i love him,2
feeling loved,2
semi-awake.  in two hours.,1
Wish next doors kids would stop crying for one minute!,3
"Poor @KaitlinWilbanks, she needs sleep so bad.",0
i am scared,4
im irritated,3
That's great . Let's go skating together tomorrow .,1
this is sad,0
Spent half of my money at the mall today,0
im mad,3
unhappy,0
Ice cream and a Blunt,1
A recurrent lovesickness.,1
"Would love to kick a certain person in the face,",3
I gotta start paying attention! I missed my 1400th tweet!,0
thrilled,1
i am sad,0
I just had a terrible week .,0
feeling scared,4
This is my 1st normal morning since 4 years :'),1
deeply in love,2
UGH  my tea for two is broken!,0
i love it,2
Working soon in willowick.  thirsty Thursday!!! #letsgetfuckedup,1
apprehensive,4
i love her,2
Link's a hero in this game?! #literally,5
What kind of warrant ?,3
delighted,1
- being call fat is horrible fair does,0
omg,5
That's my favorite .,1
I won a sport contest.,1
is used to control and limit choice.&#xA;Fear NOTHING!&#xA;&#xA;#evil,4
Working the women's basketball game,1
Something like listening to music is a good idea .,1
Making @ricerokket watch KKTNY tonight..,5
Making cookies when my parents aren't home,5
Phone calls from friends is instant entertainment.,1
I lost the table tennis game yesterday .,0
second blatter infection in the past half of a year.,1
annoyed,3
I am feeling outstanding .,1
Je préssens la happy end.,5
My dad is on a nirvana kick.,1
so surprised,5
Wonder how almost a whole week at home will feel,4
mad about you,2
deeply in love,2
Daniel Alfaros hero is Daddy yankee,5
track meet tomorrow,1
grief,0
Happy birthday @Paul bart #loveyou,5
love this,2
dejected,0
That Quiet Lady in the 2nd segment of,5
These mother fucking shit ass computers are pissing me offfff!!,3
Hot chocolate and marshmellows season again!,1
feeling scared,4
"I don't need your help , jerk .",3
Seb was slightly embarrassed at meeting the gipsy .,0
I am sorry . There is a speed limit .,0
@BPED_GOLF I don't get golf channel!!!,3
This is a pity !,0
cant believe it,5
rick ross belly fat,3
Long time since me and @TheKidJosiah have chilled.,5
Rewatching Harry potter 7 part 2,0
Muziek opzetten en dan die tekening voor oma maken...,5
im worried,4
When I failed an exam unfairly.,3
...but I'm not allowed wearing them to school...,0
Ight I'm home time to make my entrance,5
i cried,0
i feel happy,1
3 days left in the office this year.,1
How I hate walking away that last time,0
im furious,3
I'm scared to love because I'm scared you'll leave,4
I was bitten by a dog.,4
“@KickN_itWKam: rest in the bosom of a FOOL!”,3
im worried,4
"God's Laws--principles, precepts for living, guidance--work.  Man's don't.",1
The wind just sounded like a woman SCREAMING. #helterskelter,4
So Long My Love Sick Youngsters,1
My last genetics midterm - a decent grade.,1
Can hear my next door neighbour sing in the shower,1
"Enjoying Vince Gill's Christmas CD. Welcome, Saturday night.",1
Receiving my result slip (pass) on my birthday.,1
thrilled,1
full of joy,1
uneasy,4
Enjoy this Day Beautiful World and Planet Earth's wonderful people!!,1
People think i've change just cause my feelings grown.,4
"Curled up on the sofa, watching disney films, ahhh  X",1
Love and Hip Hop on my newsfeeds,1
When my term paper was evaluated.,1
The boy was broken hearted and inconsolable .,0
"Well , whatever it does , I feel transformed !",1
What's better than a cozy night with family &amp; friends,1
Returning to school tomorrow. Must. Get. Sleep.,1
i adore it,2
would it kill you to make me happy for once?!,5
feeling happy,1
When I passed the 12th standard board exams.,1
Lenin was furious when he learned about it .,3
cherish you,2
Brother is leaving with my cutest niece ever. #Gordons,0
im in love,2
"Privately , Juliet was feeling rather despondent .",0
cheerful,1
I'm very annoyed at your disobedience .,3
@janet_theplanet I guess you can say I'm officially single :(,0
&amp; only things I really require at all times,1
bitter,3
Follow your &amp; watch our world #awaken!,1
Nigel became despondent but I did n't .,0
delighted,1
really happy,1
@k_tray so your harry potter dressed professor hates sex...,5
im anxious,4
Punished by a leader.,3
smitten,2
@BrianYarvual I'm not totally sober and I'm at home,0
im annoyed,3
so scared,4
Pissed that my @BEAVlSNBUTTHEAD episode didn't record!! #DVRProblems,3
Why do I feel like I've lost all my friends:?:-/,0
Pizza man suspending presadenticail& surprise # he fuckin sexual assultar,5
You know i spend money cause spending time is hopeless,4
Just finished my last research paper for this semester!!!!!!!!!!!!,1
watch out Flo's in town! i love my dear grandma,1
what,5
My bicycle was demolished.,3
i hate the human race...,3
OMG!!!! LEARN HOW TO DRIVE! YOU'RE 49 YEARS OLD!,3
"Behangplaksel aangemaakt, surprise-lol kan beginnen: Angry bird dit keer.",5
im heartbroken,0
But how guilty to waste food !,3
Wrapping Christmas presents :),1
"Brb, smashing my tv to pieces.",3
im down,0
Traumatized for life.  My mama hit a deer.,0
Leaving the beach breaks my heart,0
just finished my English controlled assessment!,1
Robbie 's exasperation found vent .,3
this is sad,0
Yummy I want ☹ RT @MozaAlMazrou: Paella for lunch!,1
hate this,3
Its an ice cream and sad song night...,0
My sister is home! YAY. VISIT,5
passionate,2
Alabama just made a field goal??? No way #rolltideroll,5
@miklustic physics was the death of my first year.,0
I failed my oral test .,0
The mafia of the mind; One Big Bad Bully....,4
Mrs Friar looked offended but continued .,3
i hate you,3
grief,0
im panicking,4
feeling happy,1
frustrated,3
didnt expect that,5
pleased,1
@meganadkins_23  yeah I noticed your brother deleted him twitter....,0
Right Christmas tree day,1
Good news about a sick relative.,1
"When the robbers broke in, at night.",4
I lost a close friend.,0
I Love Making Shemiah Mad ( :,1
irritated,3
Well time to clean fire trucks.,1
Not being able to distinguish a dream from reality,0
When I got married.,1
I want cake. I bet we don't have any.,0
When someone in my family died.,0
Ben Howard- sounds pretty good,4
so sad,0
im surprised,5
unbelievable,5
feeling passionate,2
i am afraid,4
"Joy Is The Best Name,,. So Simple So Pretty",1
Community all day long ☹,1
I love writing and recieving letters.,1
passionate,2
speechless,5
FOLLOW ME &amp; I'LL FOLLOW YOU BACK,1
Apparently I was furious I had not been consulted,3
I  soo Much  Im Jus Tryna Feel sum,1
anxious,4
horrified,4
outraged,3
cherish you,2
When a friend of me came for an unexpected visit.,1
"Cleaning was a success, game time now",1
Omw back home - walking,1
Landlord putting up rents sneaky and slimiy.,3
They had no reason for arresting me .,3
dreading,4
En daar rolt alweer een i-Pad van de band #0512,5
@PinkScooter_ this room so dark I'm so scared!,4
feeling worried,4
loving this,2
Languedoc elle a un smile de poupée en porcelaine..,4
"Thank you, Lord! So blessed and so humbled ;}& #overflowing",1
I didn't get the job I wanted.,0
"eating bugs &amp; shitt , that made me throw up!Factor",4
i cherish you,2
i feel sad,0
This is a pity !,0
Learning count on me in guitar!,5
When I told my girlfriend a joke openly and frankly.,1
Edward concealed his dismay .,4
"Yes . And we're proud of you , Loans .",1
I just don't trust you any more .,3
slowly dying as I attempt to read huck Finn.,1
When I left a man in whom I really believed.,0
Do n't look so horrified !,4
im miserable,0
My first grandchild .,1
I am afraid if I'll finish the term.,4
"shattered after work, now got to start psychology revision",1
Having a good trip on a boat with good friends.,1
i hate you,3
The main reason girls can't keep a good nigga,4
Downes shook his head in stupefaction .,5
really ? It sounds interesting .,1
He jus bought ryah a bike surprise,5
I honestly do love christmas,1
"No , I'm scared of cats .",4
Sunday nights are the worse. I hate school,0
A friend forgot his appointment with me.,3
Thinks that @melbahughes had a great 50th birthday party :),5
my weekend consists of various greek/church related things...,1
He looked a little crestfallen .,0
When my dog ran out on thin ice last spring.,4
"Lazy, glistening Sunday afternoon. Mass tonight at the Eucharistic Shrine",1
It's the end of the world for me .,0
@Amelia_Loves1D noo my geography homework!..and its in for first lesson!:'(,0
He says old Plumpton gets mad at them .,3
When I was told that my friend's wife had cancer.,0
"no snow for christmas, i think i might cry #tears",0
@ronniefrown19 Packers taking care of business,5
Follow me on Twitter for official @OfficialPWG results and coverage,4
I had high hopes for NYU .,0
I want to try something exciting .,1
excited,1
"Jessica felt more than flustered , she felt devastated .",0
enraged,3
speechless,5
i hate you,3
An old lady slipped and nobody helped her.,3
When my children were born.,1
depressed,0
Getting lost in a strange place.,4
wow,5
loving this,2
im surprised,5
I hate the Dentist...With a passion...,4
A father of 4 children killed in an accident.,0
People not cueing in the dining hall.,3
Sheila Williams was feeling miserable .,0
School is making me wanna punch babies!!! :(      #surprise,5
Family outing to the doctors today,1
feeling happy,1
15 page paper due in a week.,1
A wOmAn Worth SUm iz #EFFORT,3
dreading,4
Do things out if not an imagined obligation.,1
"I have absolutely nothing to do, on a Friday night",0
hopeless,0
Certainly not .,3
A7la shay lama 5ala9t my debate 7ag history:'),1
Um did I miss the eclipse? What the hey :(,0
Fear of doing well on a midterm.,4
"I 'm not ashamed to speak the truth . """,0
Someone spread rumours about me.,3
adore you,2
Decided! Bunking work tomorrow!,1
fond of you,2
so nervous,4
@jennsutherland indeed. IRL time! Long overdue. /cc @danticoa,0
in thy call you Sister in #Peace thy hate U,4
my love,2
im stunned,5
Me and my mom having a real deep conservation.,5
No more homework? Time for FRINGE! #timetorelax,1
I sit disconsolate in the snow .,0
full of joy,1
Lost a friend.,0
why won't asos accept my nus number? grrrrr,3
"Boston tomorrow for Monster Jam! Add more artists, and #suspense",5
stunned,5
Swim meet at gilman thursday.,1
Moms taking my phone when I get home..,1
You know that my father is irritable .,0
My boyfriend made me a proposal.,1
When my love for a guy was returned.,1
Hank was thoroughly disquieted .,4
affectionate,2
im surprised,5
dejected,0
deeply in love,2
First public speaking.,1
Gonna be late for work again lol surprise,5
@hailey_mills Me Too! Josh leaves for basic training in march:(,0
"I will , sir . I'm really very sorry .",0
That's just wrong ! why don't you just quit ?,3
If this happened they would be terror-stricken .,4
feeling lonely,0
Before giving a seminar to a rather large audience.,4
sergio busquets diving and making a meal of things,5
When I received a beautiful birthday gift form my parents.,1
im frustrated,3
I feel life is meaningless without him .,0
mind blown,5
A conflict with a pupil.,3
factor is back tomorrow!,4
shitty weekend about to be followed by a shittier week,1
No  tonight because of shitty england playing a match. #hate,3
leaving camp today,0
Stupid Jew book,0
I'm afraid I don't quite understand .,0
im annoyed,3
cant believe it,5
